Category,Country,Customer Name,Discount,Order Date,Order ID,Product Name,Region,Returned,Segment,Ship Date,Ship Mode,State,Sub-Category,Order_Product_Count,Profit,Quantity,Sales
Office Supplies,United States,Helen Andreada,20%,30/07/2014,CA-2012-155334,Presstex Flexible Ring Binders,West,,Consumer,31/07/2014,First Class,California,Binders,1,$4,3,10.92
Technology,United States,Helen Andreada,0%,30/07/2014,CA-2012-155334,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,West,,Consumer,31/07/2014,First Class,California,Accessories,1,$92,7,209.93
Furniture,United States,Gary Hansen,0%,30/07/2014,US-2012-164966,"Global Stack Chair without Arms, Black",Central,,Home Office,01/08/2014,First Class,Minnesota,Chairs,1,$39,6,155.88
Office Supplies,United States,Corey Catlett,20%,30/07/2014,CA-2012-132507,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Central,,Corporate,03/08/2014,Second Class,Texas,Storage,1,$6,4,61.792
Furniture,United States,Rick Hansen,40%,31/07/2014,CA-2012-124891,"Bevis Round Bullnose 29"" High Table Top",East,,Consumer,31/07/2014,Same Day,New York,Tables,1,-$291,7,1090.782
Office Supplies,United States,Rick Hansen,0%,31/07/2014,CA-2012-124891,Xerox 212,East,,Consumer,31/07/2014,Same Day,New York,Paper,1,$9,3,19.44
Technology,United States,Rick Hansen,0%,31/07/2014,CA-2012-124891,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,East,,Consumer,31/07/2014,Same Day,New York,Accessories,1,$762,7,2309.65
Office Supplies,United States,Steve Chapman,0%,31/07/2014,CA-2012-111017,"Acme 10"" Easy Grip Assistive Scissors",Central,,Corporate,06/08/2014,Standard Class,Missouri,Supplies,1,$16,3,52.59
Technology,United States,Allen Rosenblatt,0%,31/07/2014,CA-2012-164427,Microsoft Sculpt Comfort Mouse,South,,Corporate,06/08/2014,Standard Class,Mississippi,Accessories,1,$105,6,239.7
Furniture,United States,Pauline Chand,20%,01/08/2014,CA-2012-153388,Hon 2111 Invitation Series Corner Table,West,,Home Office,07/08/2014,Standard Class,California,Tables,1,-$176,6,1004.976
Office Supplies,United States,Pauline Chand,0%,01/08/2014,CA-2012-153388,Prang Dustless Chalk Sticks,West,,Home Office,07/08/2014,Standard Class,California,Art,1,$3,4,6.72
Furniture,United States,Brad Eason,0%,02/08/2014,CA-2012-122406,Office Star Flex Back Scooter Chair with White Frame,East,,Home Office,05/08/2014,Second Class,Rhode Island,Chairs,1,$16,1,110.98
Office Supplies,United States,Brad Eason,0%,02/08/2014,CA-2012-122406,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",East,,Home Office,05/08/2014,Second Class,Rhode Island,Paper,1,$4,2,8.4
Technology,United States,Brad Eason,0%,02/08/2014,CA-2012-122406,Logitech G700s Rechargeable Gaming Mouse,East,,Home Office,05/08/2014,Second Class,Rhode Island,Accessories,1,$84,2,199.98
Technology,United States,Brad Eason,0%,02/08/2014,CA-2012-122406,Plantronics MX500i Earset,East,,Home Office,05/08/2014,Second Class,Rhode Island,Phones,1,$4,3,128.85
Furniture,United States,Darren Koutras,50%,02/08/2014,CA-2012-112767,Balt Split Level Computer Training Table,West,,Consumer,06/08/2014,Standard Class,Oregon,Tables,1,-$189,4,277.5
Office Supplies,United States,Corey-Lock,20%,02/08/2014,CA-2012-147501,Ibico Presentation Index for Binding Systems,West,,Consumer,06/08/2014,Standard Class,Washington,Binders,1,$2,2,6.368
Technology,United States,Corey-Lock,20%,02/08/2014,CA-2012-147501,Okidata C331dn Printer,West,,Consumer,06/08/2014,Standard Class,Washington,Machines,1,$42,2,558.4
Furniture,United States,Anna HŠberlin,60%,05/08/2014,CA-2012-112214,"Eldon Expressions Wood Desk Accessories, Oak",Central,,Corporate,11/08/2014,Standard Class,Texas,Furnishings,1,-$11,5,14.76
Office Supplies,United States,Anna HŠberlin,80%,05/08/2014,CA-2012-112214,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Central,,Corporate,11/08/2014,Standard Class,Texas,Binders,1,-$2,1,1.362
Office Supplies,United States,Anna HŠberlin,20%,05/08/2014,CA-2012-112214,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Central,,Corporate,11/08/2014,Standard Class,Texas,Storage,1,-$1,7,33.488
Office Supplies,United States,Anna HŠberlin,20%,05/08/2014,CA-2012-112214,Stiletto Hand Letter Openers,Central,,Corporate,11/08/2014,Standard Class,Texas,Supplies,1,-$5,3,23.04
Office Supplies,United States,Michael Stewart,20%,06/08/2014,CA-2012-160794,Xerox 188,Central,,Corporate,08/08/2014,First Class,Texas,Paper,1,$10,3,27.216
Furniture,United States,Rachel Payne,32%,06/08/2014,CA-2012-135251,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Central,,Corporate,10/08/2014,Standard Class,Texas,Bookcases,1,-$114,3,369.1992
Office Supplies,United States,Rachel Payne,80%,06/08/2014,CA-2012-135251,Avery Hole Reinforcements,Central,,Corporate,10/08/2014,Standard Class,Texas,Binders,1,-$10,5,6.23
Office Supplies,United States,Rachel Payne,20%,06/08/2014,CA-2012-135251,Avery 505,Central,,Corporate,10/08/2014,Standard Class,Texas,Labels,1,$13,3,35.52
Office Supplies,United States,Rachel Payne,20%,06/08/2014,CA-2012-135251,Xerox 1906,Central,,Corporate,10/08/2014,Standard Class,Texas,Paper,1,$19,2,56.704
Furniture,United States,Kelly Williams,0%,07/08/2014,US-2012-124219,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",Central,,Consumer,08/08/2014,First Class,Missouri,Furnishings,1,$34,3,212.94
Office Supplies,United States,Kelly Williams,0%,07/08/2014,US-2012-124219,"Wilson Jones Hanging View Binder, White, 1""",Central,,Consumer,08/08/2014,First Class,Missouri,Binders,1,$13,4,28.4
Office Supplies,United States,Noel Staavos,0%,07/08/2014,US-2012-117492,"Acco Six-Outlet Power Strip, 4' Cord Length",East,,Corporate,09/08/2014,First Class,Maryland,Appliances,1,$20,9,77.58
Office Supplies,United States,Eudokia Martin,0%,07/08/2014,CA-2012-163237,Avery 50,South,,Corporate,09/08/2014,Second Class,Virginia,Labels,1,$12,2,25.06
Technology,United States,Eudokia Martin,0%,07/08/2014,CA-2012-163237,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",South,,Corporate,09/08/2014,Second Class,Virginia,Phones,1,$148,3,494.97
Office Supplies,United States,Noel Staavos,20%,07/08/2014,CA-2012-163895,"ACCOHIDE 3-Ring Binder, Blue, 1""",West,,Corporate,11/08/2014,Standard Class,Idaho,Binders,1,$1,1,3.304
Office Supplies,United States,Jim Karlsson,20%,07/08/2014,CA-2012-138331,Stanley Contemporary Battery Pencil Sharpeners,East,,Consumer,12/08/2014,Standard Class,Pennsylvania,Art,1,$11,10,106.8
Office Supplies,United States,Parhena Norris,20%,07/08/2014,CA-2012-141936,Cardinal Hold-It CD Pocket,West,,Home Office,12/08/2014,Standard Class,California,Binders,1,$6,3,19.152
Furniture,United States,Thomas Thornton,20%,08/08/2014,CA-2012-168564,Global Ergonomic Managers Chair,West,Yes,Consumer,08/08/2014,Same Day,California,Chairs,1,$11,1,144.784
Office Supplies,United States,Thomas Thornton,20%,08/08/2014,CA-2012-168564,"ACCOHIDE 3-Ring Binder, Blue, 1""",West,Yes,Consumer,08/08/2014,Same Day,California,Binders,1,$2,2,6.608
Office Supplies,United States,Thomas Thornton,20%,08/08/2014,CA-2012-168564,Presstex Flexible Ring Binders,West,Yes,Consumer,08/08/2014,Same Day,California,Binders,1,$3,2,7.28
Office Supplies,United States,Denny Blanton,0%,08/08/2014,CA-2012-129322,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",East,,Consumer,10/08/2014,Second Class,Massachusetts,Appliances,1,$33,2,113.92
Office Supplies,United States,Denny Blanton,0%,08/08/2014,CA-2012-129322,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",East,,Consumer,10/08/2014,Second Class,Massachusetts,Art,1,$12,2,39.66
Office Supplies,United States,Denny Blanton,0%,08/08/2014,CA-2012-129322,GBC DocuBind P50 Personal Binding Machine,East,,Consumer,10/08/2014,Second Class,Massachusetts,Binders,1,$210,7,447.86
Technology,United States,Rob Dowd,0%,08/08/2014,CA-2012-127544,Logitech G600 MMO Gaming Mouse,East,,Consumer,12/08/2014,Standard Class,New York,Accessories,1,$29,1,79.99
Furniture,United States,Naresj Patel,0%,09/08/2014,CA-2012-131338,Artistic Insta-Plaque,East,,Consumer,12/08/2014,First Class,New York,Furnishings,1,$18,3,47.04
Furniture,United States,Naresj Patel,0%,09/08/2014,CA-2012-131338,Longer-Life Soft White Bulbs,East,,Consumer,12/08/2014,First Class,New York,Furnishings,1,$3,2,6.16
Furniture,United States,Naresj Patel,40%,09/08/2014,CA-2012-131338,KI Conference Tables,East,,Consumer,12/08/2014,First Class,New York,Tables,1,-$153,9,382.806
Office Supplies,United States,Naresj Patel,20%,09/08/2014,CA-2012-131338,GBC Ibimaster 500 Manual ProClick Binding System,East,,Consumer,12/08/2014,First Class,New York,Binders,1,$457,2,1217.568
Office Supplies,United States,Naresj Patel,0%,09/08/2014,CA-2012-131338,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",East,,Consumer,12/08/2014,First Class,New York,Fasteners,1,$5,3,10.65
Office Supplies,United States,Naresj Patel,0%,09/08/2014,CA-2012-131338,Xerox 1886,East,,Consumer,12/08/2014,First Class,New York,Paper,1,$69,3,143.7
Office Supplies,United States,Naresj Patel,0%,09/08/2014,CA-2012-131338,"Tennsco Lockers, Gray",East,,Consumer,12/08/2014,First Class,New York,Storage,1,$3,2,41.96
Technology,United States,Naresj Patel,0%,09/08/2014,CA-2012-131338,Belkin QODE FastFit Bluetooth Keyboard,East,,Consumer,12/08/2014,First Class,New York,Accessories,1,$35,4,247.8
Technology,United States,Naresj Patel,0%,09/08/2014,CA-2012-131338,Nortel Meridian M3904 Professional Digital phone,East,,Consumer,12/08/2014,First Class,New York,Phones,1,$89,2,307.98
Technology,United States,Naresj Patel,0%,09/08/2014,CA-2012-131338,Panasonic KX-TG9471B,East,,Consumer,12/08/2014,First Class,New York,Phones,1,$274,5,979.95
Furniture,United States,Hallie Redmond,0%,09/08/2014,CA-2012-103954,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,Central,,Home Office,13/08/2014,Second Class,Wisconsin,Bookcases,1,$48,5,687.4
Office Supplies,United States,Ruben Ausman,20%,09/08/2014,CA-2012-155453,Avery File Folder Labels,South,,Corporate,14/08/2014,Standard Class,Florida,Labels,1,$2,2,4.608
Furniture,United States,David Smith,0%,09/08/2014,CA-2012-163055,Bevis 36 x 72 Conference Tables,Central,,Corporate,16/08/2014,Standard Class,Michigan,Tables,1,$137,5,622.45
Furniture,United States,Monica Federle,0%,09/08/2014,CA-2012-128013,OIC Stacking Trays,East,,Corporate,16/08/2014,Standard Class,New York,Furnishings,1,$4,3,10.02
Office Supplies,United States,David Smith,0%,09/08/2014,CA-2012-163055,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Central,,Corporate,16/08/2014,Standard Class,Michigan,Art,1,$1,1,2.2
Office Supplies,United States,David Smith,0%,09/08/2014,CA-2012-163055,Rogers Deluxe File Chest,Central,,Corporate,16/08/2014,Standard Class,Michigan,Storage,1,$0,1,21.98
Office Supplies,United States,Monica Federle,0%,09/08/2014,CA-2012-128013,Xerox 1885,East,,Corporate,16/08/2014,Standard Class,New York,Paper,1,$69,3,144.12
Office Supplies,United States,Bill Donatelli,0%,10/08/2014,CA-2012-121699,GBC Binding covers,Central,,Consumer,14/08/2014,Standard Class,Michigan,Binders,1,$29,5,64.75
Office Supplies,United States,William Brown,20%,10/08/2014,US-2012-156496,Fellowes 8 Outlet Superior Workstation Surge Protector,West,,Consumer,16/08/2014,Standard Class,Oregon,Appliances,1,$15,4,133.472
Office Supplies,United States,Julie Kriz,0%,10/08/2014,CA-2012-130022,Peel-Off China Markers,Central,,Home Office,16/08/2014,Standard Class,Minnesota,Art,1,$13,3,29.79
Office Supplies,United States,Julie Kriz,0%,10/08/2014,CA-2012-130022,Avery 480,Central,,Home Office,16/08/2014,Standard Class,Minnesota,Labels,1,$2,1,3.75
Office Supplies,United States,Julie Kriz,0%,10/08/2014,CA-2012-130022,Avery 489,Central,,Home Office,16/08/2014,Standard Class,Minnesota,Labels,1,$20,4,41.4
Technology,United States,William Brown,20%,10/08/2014,US-2012-156496,AT&T 1080 Corded phone,West,,Consumer,16/08/2014,Standard Class,Oregon,Phones,1,$38,4,438.368
Technology,United States,William Brown,20%,10/08/2014,US-2012-156496,OtterBox Commuter Series Case - Samsung Galaxy S4,West,,Consumer,16/08/2014,Standard Class,Oregon,Phones,1,-$31,7,139.944
Office Supplies,United States,Philisse Overcash,0%,11/08/2014,US-2012-156797,Newell 330,East,,Home Office,15/08/2014,Standard Class,New York,Art,1,$3,2,11.96
Technology,United States,Philisse Overcash,0%,11/08/2014,US-2012-156797,AT&T 841000 Phone,East,,Home Office,15/08/2014,Standard Class,New York,Phones,1,$35,2,138
Furniture,United States,Barry Weirich,20%,11/08/2014,CA-2012-119634,"Executive Impressions 13"" Clairmont Wall Clock",South,,Consumer,16/08/2014,Standard Class,North Carolina,Furnishings,1,$12,3,46.152
Furniture,United States,Sandra Flanagan,0%,13/08/2014,CA-2012-148495,Ultra Door Pull Handle,West,,Consumer,13/08/2014,Same Day,California,Furnishings,1,$10,3,31.56
Office Supplies,United States,Grace Kelly,20%,13/08/2014,CA-2012-133396,Newell 309,South,,Corporate,15/08/2014,First Class,North Carolina,Art,1,$8,7,64.68
Office Supplies,United States,Ed Jacobs,20%,13/08/2014,CA-2012-169656,Fellowes High-Stak Drawer Files,East,,Consumer,16/08/2014,First Class,Pennsylvania,Storage,1,$16,3,422.856
Office Supplies,United States,Ralph Arnett,0%,13/08/2014,CA-2012-150441,Avery Round Ring Poly Binders,Central,,Consumer,17/08/2014,Second Class,Indiana,Binders,1,$6,4,11.36
Office Supplies,United States,Clytie Kelty,0%,13/08/2014,CA-2012-120516,3-ring staple pack,South,,Consumer,17/08/2014,Standard Class,Georgia,Binders,1,$3,3,5.64
Office Supplies,United States,Odella Nelson,0%,13/08/2014,CA-2012-112011,50 Colored Long Pencils,West,,Corporate,20/08/2014,Standard Class,California,Art,1,$13,5,50.8
Furniture,United States,Richard Eichhorn,0%,15/08/2014,CA-2012-142454,Tensor Computer Mounted Lamp,West,,Consumer,19/08/2014,Standard Class,California,Furnishings,1,$28,7,104.23
Office Supplies,United States,Richard Eichhorn,0%,15/08/2014,CA-2012-142454,Mobile Personal File Cube,West,,Consumer,19/08/2014,Standard Class,California,Storage,1,$19,3,70.26
Office Supplies,United States,Tim Taslimi,0%,15/08/2014,CA-2012-162369,Fellowes Super Stor/Drawer Files,West,,Corporate,19/08/2014,Standard Class,California,Storage,1,$61,2,323.1
Furniture,United States,Joni Wasserman,50%,16/08/2014,US-2012-164238,O'Sullivan Plantations 2-Door Library in Landvery Oak,East,,Consumer,20/08/2014,Standard Class,Pennsylvania,Bookcases,1,-$205,3,301.47
Furniture,United States,Sung Pak,20%,16/08/2014,US-2012-126753,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",East,,Corporate,20/08/2014,Standard Class,Pennsylvania,Furnishings,1,$0,3,254.352
Office Supplies,United States,Joni Wasserman,20%,16/08/2014,US-2012-164238,Iris Project Case,East,,Consumer,20/08/2014,Standard Class,Pennsylvania,Storage,1,$3,7,44.688
Office Supplies,United States,Sung Pak,70%,16/08/2014,US-2012-126753,"Avery Durable Plastic 1"" Binders",East,,Corporate,20/08/2014,Standard Class,Pennsylvania,Binders,1,-$2,2,2.724
Office Supplies,United States,Sung Pak,70%,16/08/2014,US-2012-126753,Avery Durable Slant Ring Binders With Label Holder,East,,Corporate,20/08/2014,Standard Class,Pennsylvania,Binders,1,-$3,3,3.762
Office Supplies,United States,Sung Pak,20%,16/08/2014,US-2012-126753,Xerox 199,East,,Corporate,20/08/2014,Standard Class,Pennsylvania,Paper,1,$3,3,10.272
Office Supplies,United States,Sung Pak,20%,16/08/2014,US-2012-126753,Xerox 227,East,,Corporate,20/08/2014,Standard Class,Pennsylvania,Paper,1,$4,2,10.368
Technology,United States,Sung Pak,20%,16/08/2014,US-2012-126753,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,East,,Corporate,20/08/2014,Standard Class,Pennsylvania,Accessories,1,-$5,3,31.176
Technology,United States,Sung Pak,40%,16/08/2014,US-2012-126753,Cisco IP Phone 7961G-GE VoIP phone,East,,Corporate,20/08/2014,Standard Class,Pennsylvania,Phones,1,-$113,4,519.792
Office Supplies,United States,John Murray,20%,16/08/2014,US-2012-128090,Newell 346,West,Yes,Consumer,22/08/2014,Standard Class,Arizona,Art,1,$0,1,2.304
Office Supplies,United States,John Murray,20%,16/08/2014,US-2012-128090,Avery 488,West,Yes,Consumer,22/08/2014,Standard Class,Arizona,Labels,1,$2,2,5.04
Office Supplies,United States,John Murray,20%,16/08/2014,US-2012-128090,Xerox 1891,West,Yes,Consumer,22/08/2014,Standard Class,Arizona,Paper,1,$106,8,313.024
Technology,United States,John Murray,20%,16/08/2014,US-2012-128090,Samsung Galaxy S4 Mini,West,Yes,Consumer,22/08/2014,Standard Class,Arizona,Phones,1,$211,5,1879.96
Office Supplies,United States,Shaun Chance,0%,17/08/2014,CA-2012-111297,Wilson Jones ÒSnapÓ Scratch Pad Binder Tool for Ring Binders,East,,Corporate,21/08/2014,Standard Class,Massachusetts,Binders,1,$23,9,52.2
Office Supplies,United States,Steven Cartwright,20%,17/08/2014,CA-2012-119627,Newell 336,West,,Consumer,23/08/2014,Standard Class,Arizona,Art,1,$1,3,10.272
Office Supplies,United States,Steven Cartwright,20%,17/08/2014,CA-2012-119627,Xerox 21,West,,Consumer,23/08/2014,Standard Class,Arizona,Paper,1,$13,7,36.288
Technology,United States,Steven Cartwright,20%,17/08/2014,CA-2012-119627,First Data FD10 PIN Pad,West,,Consumer,23/08/2014,Standard Class,Arizona,Accessories,1,-$32,4,252.8
Technology,United States,Steven Cartwright,20%,17/08/2014,CA-2012-119627,ImationÊClip USBÊflash driveÊ- 8 GB,West,,Consumer,23/08/2014,Standard Class,Arizona,Accessories,1,-$5,2,30.08
Furniture,United States,Nick Zandusky,20%,21/08/2014,CA-2012-144267,Hon GuestStacker Chair,West,Yes,Home Office,23/08/2014,First Class,California,Chairs,1,$41,3,544.008
Office Supplies,United States,Nick Zandusky,0%,21/08/2014,CA-2012-144267,Xerox 191,West,Yes,Home Office,23/08/2014,First Class,California,Paper,1,$28,3,59.94
Office Supplies,United States,Nick Zandusky,0%,21/08/2014,CA-2012-144267,Xerox 1927,West,Yes,Home Office,23/08/2014,First Class,California,Paper,1,$2,1,4.28
Office Supplies,United States,Nick Zandusky,0%,21/08/2014,CA-2012-144267,Xerox 1974,West,Yes,Home Office,23/08/2014,First Class,California,Paper,1,$12,4,23.92
Furniture,United States,Katherine Nockton,30%,21/08/2014,CA-2012-154823,Global Commerce Series High-Back Swivel/Tilt Chairs,East,,Corporate,25/08/2014,Standard Class,Ohio,Chairs,1,-$43,3,598.458
Furniture,United States,Katherine Nockton,20%,21/08/2014,CA-2012-154823,Tenex Chairmats For Use with Hard Floors,East,,Corporate,25/08/2014,Standard Class,Ohio,Furnishings,1,-$4,1,25.984
Office Supplies,United States,Katherine Nockton,70%,21/08/2014,CA-2012-154823,Acco D-Ring Binder w/DublLock,East,,Corporate,25/08/2014,Standard Class,Ohio,Binders,1,-$9,2,12.828
Office Supplies,United States,Sean Miller,70%,21/08/2014,US-2012-130512,GBC DocuBind P100 Manual Binding Machine,East,,Home Office,25/08/2014,Standard Class,Pennsylvania,Binders,1,-$83,2,99.588
Office Supplies,United States,Sean Miller,20%,21/08/2014,US-2012-130512,Xerox 1979,East,,Home Office,25/08/2014,Standard Class,Pennsylvania,Paper,1,$15,2,49.568
Office Supplies,United States,Sean Miller,20%,21/08/2014,US-2012-130512,"SAFCO Commercial Wire Shelving, Black",East,,Home Office,25/08/2014,Standard Class,Pennsylvania,Storage,1,-$166,6,663.072
Office Supplies,United States,Sean Miller,20%,21/08/2014,US-2012-130512,Staple remover,East,,Home Office,25/08/2014,Standard Class,Pennsylvania,Supplies,1,-$1,2,3.488
